predictor,observed_pooled_rho,null_5th_pct,null_95th_pct,p_perm_two_sided
int_auc,-0.20854662808813715,-0.18462608502114403,0.31649232138882716,0.21408929553522324
int_brier,0.24104162029824178,-0.24627197863342984,0.31728243935010003,0.17384130793460326
int_scale_offset,-0.09034268136436979,-0.38473521201722993,0.3055184766336939,0.6764661766911655
int_gap_contribution,0.15131286533933858,-0.27215176463717355,0.36538719195656,0.4607269636518174
